Id,Probability
1,0.06615571371468679
2,0.16559550148572472
3,0.05966964625618879
4,0.23151352905366637
5,0.08558106230040259
6,0.030511693170590843
7,0.12082607001246416
8,0.14397191564051326
9,0.012612269877095636
10,0.23471384724619673
11,0.018389060909580982
12,0.07682763342230366
13,0.0935517906368749
14,0.10425135830463525
15,0.14899315619060735
16,0.020432631869527595
17,0.03166434460531
18,0.04426824580130229
19,0.19317375229566733
20,0.10055815333924491
21,0.016194751341683244
22,0.017634842889570294
23,0.020411105858645844
24,0.742961625529098
25,0.1679455627409943
26,0.03201144465671146
27,0.07371792568179904
28,0.014611590398647156
29,0.04778605432752701
30,0.040356681496661245
31,0.059211906278491995
32,0.007989621070438416
33,0.012621200426068303
34,0.05481493365366571
35,0.34818338926499814
36,0.049071634454923484
37,0.02695653120724009
38,0.018433231170065557
39,0.010042960795836733
40,0.09996302790277066
41,0.4781193299401401
42,0.2785377563883333
43,0.08082062359731704
44,0.0072912651464860844
45,0.10368321236644643
46,0.007266554942633355
47,0.007266554942633355
48,0.013861664255960138
49,0.01717557687282737
50,0.027876330214958608
51,0.0147596839642804
52,0.013477063990295975
53,0.009335764720822573
54,0.05833207554863983
55,0.01493295240584555
56,0.06310452677334982
57,0.008150424747189414
58,0.09503786111481723
59,0.06960873456836117
60,0.0688983547456398
61,0.01640745181928911
62,0.008959320568321777
63,0.014394148863950464
64,0.008928572654382183
65,0.0129694185194789
66,0.016860695271418168
67,0.011429416162579427
68,0.10630288232015651
69,0.007466513987700626
70,0.47020981324431577
71,0.018215323163929573
72,0.09312848167765246
73,0.008640434775015849
74,0.14310187060477322
75,0.0141499330643064
76,0.02973376363919998
77,0.06547226226162785
78,0.027544151826626895
79,0.06827107892854692
80,0.013557008994762644
81,0.0131030901043169
82,0.013010386588674386
83,0.018010573019861923
84,0.008862818448142275
85,0.01601259699118331
86,0.011763939213220987
87,0.04732948071318822
88,0.010693352839558159
89,0.025501907955298653
90,0.01668337527716368
91,0.03576445591724027
92,0.012945236915567624
93,0.010339273648578378
94,0.014267809678825509
95,0.0069738957170995455
96,0.31341985176147813
97,0.028683993745089027
98,0.06686174811204841
99,0.011318987860448406
100,0.015041173572924687
101,0.048965157072302604
102,0.06040270165096595
103,0.00827975593900012
104,0.052167443576996715
105,0.05207562591610954
106,0.02070199937465914
107,0.23497539299458728
108,0.011462211934744027
109,0.009110756225925882
110,0.015235902315476883
111,0.02686736925316484
112,0.0171864190235775
113,0.01788604440607676
114,0.4243641083568579
115,0.07692255036463687
116,0.009765311737776606
117,0.00633588555839459
118,0.07444028655548268
119,0.010312897097692394
120,0.01027648274225938
121,0.009469400947311931
122,0.04479562214749311
123,0.01188307254761854
124,0.526843573626501
125,0.00897406037192664
126,0.01357574769046873
127,0.007639326206751238
128,0.014214695825839783
129,0.006681692110872645
130,0.04957827938382342
131,0.029414629281785155
132,0.06747246525424112
133,0.007391917319372686
134,0.05251056598661758
135,0.25341827019912316
136,0.009947287894002463
137,0.17432811329390557
138,0.030099706139764443
139,0.008724408183412706
140,0.011320664539769895
141,0.006963909721143384
142,0.012945092001073018
143,0.007080721792855143
144,0.012382066722029524
145,0.29312457136971093
146,0.011841068753359354
147,0.007526957286734185
148,0.07556042709832804
149,0.009137207350659904
150,0.04238911285798739
151,0.007144838059570146
152,0.010199385511858854
153,0.009046526676175622
154,0.01327012816235991
155,0.013995473391536423
156,0.014641493247739796
157,0.0469775358633058
158,0.008517401369990628
159,0.11747024402275276
160,0.015603499895832523
161,0.00667051439565085
162,0.010273450443198275
163,0.01610973282804541
164,0.047419679900681855
165,0.010815959181329597
166,0.018949218114542126
167,0.5627251381364683
168,0.016561326312225084
169,0.188336066056572
170,0.009527762384912533
171,0.006963909721143384
172,0.012721923870489546
173,0.014256484933396043
174,0.041238494894215605
175,0.011581293532733579
176,0.40232618162019884
177,0.015354368743733034
178,0.07831584575381699
179,0.009704286531240515
180,0.01141274655419997
181,0.03437615677140657
182,0.009525749063477036
183,0.015633670941750007
184,0.012296967110211682
185,0.1174706876351842
186,0.010296210681178001
187,0.009305332389244072
188,0.025968249581517756
189,0.04986062304997477
190,0.01714833959018679
191,0.011447206786737824
192,0.032444830417386744
193,0.013744222396760767
194,0.05338134453253881
195,0.011543296350637786
196,0.02850580459681613
197,0.009271806419553044
198,0.009617333385747957
199,0.010060032949062811
200,0.008517368450805949
201,0.0650602045269228
202,0.019629683793331822
203,0.3197971409468408
204,0.035709103171825636
205,0.032892791184409055
206,0.00965172722404632
207,0.015782871393619842
208,0.0062708758376409735
209,0.07008138079355952
210,0.007278211262722842
211,0.0968215862863426
212,0.022046910380392748
213,0.01408517404470864
214,0.00840555542093271
215,0.018818283489355544
216,0.07730540253717366
217,0.009517893822860314
218,0.06951619059943212
219,0.013361993015849593
220,0.00754347977291044
221,0.015175913724469338
222,0.009386388595421626
223,0.013366309644785045
224,0.011295855121445516
225,0.010405199986741701
226,0.061029406695855375
227,0.011015739515889127
228,0.06078010556458461
229,0.07568393821614816
230,0.3442396061424815
231,0.1681705038058232
232,0.010258992896876148
233,0.011075917478110165
234,0.011399626668894783
235,0.006274677897370591
236,0.173485573815666
237,0.17369940798746214
238,0.007266554942633355
239,0.012409253037271093
240,0.014832563312954551
241,0.04926850706937324
242,0.01152705955179744
243,0.008129491581927316
244,0.0197409519054649
245,0.07863857000731427
246,0.010611130548888596
247,0.03196063181544523
248,0.0076298024666644135
249,0.017150969531201626
250,0.20332666764240515
251,0.02948967075536663
252,0.250338554277286
253,0.007705011302314902
254,0.07600151878655341
255,0.006608742051100062
256,0.009495416058521765
257,0.03249741277668893
258,0.13440399156081964
259,0.041441887321489734
260,0.1099838394344404
261,0.012799388010174243
262,0.017624585219407615
263,0.006907689115391791
264,0.05285570148856411
265,0.06898535539027022
266,0.01527739604850457
267,0.061177610851243125
268,0.041632378082480576
269,0.22151097722724788
270,0.007581373541378843
271,0.027038060091074706
272,0.034350811290123
273,0.008958949455115788
274,0.01287636093068633
275,0.008630388168734293
276,0.023635583792896424
277,0.016199167395493656
278,0.009068302301514565
279,0.06372143263613726
280,0.023184296775507148
281,0.5291559422211479
282,0.03324873212268656
283,0.046116290513506214
284,0.0108005147935171
285,0.009379641612038591
286,0.010103450309064989
287,0.01148469589237982
288,0.03284143791987775
289,0.050966961075225414
290,0.07030606005574894
291,0.2801371240009754
292,0.006897734852360537
293,0.027874337791585033
294,0.011777556024835429
295,0.008150748744709451
296,0.020554984081949907
297,0.009327017190493067
298,0.02593876235161056
299,0.0067662183825515235
300,0.008592176711601281
301,0.05277935214621409
302,0.01027648274225938
303,0.010260467679872936
304,0.00941273811038959
305,0.30664345280372435
306,0.03166102298820495
307,0.007266554942633355
308,0.10317470505847844
309,0.2295676493311494
310,0.011303025765275223
311,0.3445524869362397
312,0.015605430721255665
313,0.21929573340780945
314,0.037496431583690634
315,0.03691463819201284
316,0.08604680691300082
317,0.294546708621064
318,0.008173364665628489
319,0.030000293991904965
320,0.0748490816731162
321,0.074415088810625
322,0.011909820617902153
323,0.009761643723482955
324,0.00911877917876842
325,0.062281173286134535
326,0.00884951919974568
327,0.013211040488647978
328,0.008943524525196677
329,0.015929642978707113
330,0.007936893856222742
331,0.014542305136038255
332,0.014655583791911031
333,0.0110980857539779
334,0.023757627400058157
335,0.02923607236725421
336,0.04738397561010671
337,0.01264470869389613
338,0.23890712902736022
339,0.08279254232711175
340,0.011941164396219341
341,0.006584945426822496
342,0.01253321506899015
343,0.013112299973363212
344,0.03042783253505383
345,0.021981732844994824
346,0.019972165828905594
347,0.26677133382505297
348,0.08689602792392881
349,0.01505129208614571
350,0.009054951223167637
351,0.058739087274487234
352,0.05643011103516251
353,0.006567160961591573
354,0.11320644426082459
355,0.00960375793029679
356,0.007189701909417814
357,0.5767202669184077
358,0.00813290705692246
359,0.08912603026130206
360,0.16743936943915672
361,0.019370904014927554
362,0.01000142228974957
363,0.0074466521728946584
364,0.01416940812400369
365,0.1545857546388836
366,0.08768478421125166
367,0.02276456364400999
368,0.06955812891953814
369,0.011552422387126008
370,0.31186331223015734
371,0.010411556939378876
372,0.0661677670303907
373,0.009466813875975671
374,0.010017979917397975
375,0.008935162298621287
376,0.007399130966203804
377,0.018973873945973708
378,0.00724734500557269
379,0.013176633002274668
380,0.016339940430713826
381,0.010484987652442147
382,0.018801009396384374
383,0.03477862522114536
384,0.08331315126622103
385,0.007002484112266872
386,0.006702049509674117
387,0.006606813424995298
388,0.01042017637294153
389,0.019197569648770053
390,0.011718632829373344
391,0.00755139782886082
392,0.008772561562238358
393,0.015496589095734134
394,0.1039147197058711
395,0.008169178915207886
396,0.006628726665409273
397,0.08560205012660325
398,0.12464410047787282
399,0.008880196460512354
400,0.022184749850123402
401,0.007991385092535642
402,0.006645604196619229
403,0.01974699900995005
404,0.006264618630187648
405,0.3386070231059254
406,0.5117450743567927
407,0.017964626036886304
408,0.06025636596330884
409,0.017986578053433927
410,0.017102992845128034
411,0.021454317130217955
412,0.03502936193547473
413,0.08759755870636675
414,0.01300128991717385
415,0.00912326489041535
416,0.1301188144886992
417,0.08513119832464308
418,0.03519421845271293
419,0.010607622830428522
420,0.017910543602569776
421,0.010745352174504763
422,0.00966082941251398
423,0.028771370917566787
424,0.007099290994435146
425,0.0073956371487276405
426,0.008850161431858926
427,0.206024082055169
428,0.015021356235854969
429,0.07390332800047993
430,0.0101900666883352
431,0.24924630622279403
432,0.007666338458217263
433,0.011363817336910473
434,0.013331482347810918
435,0.022699546278972683
436,0.0283719087332224
437,0.05823231219662457
438,0.08791923018684605
439,0.009263847979738693
440,0.031144004332186264
441,0.05069495195417936
442,0.028296508526946533
443,0.03412744488773548
444,0.007566883239385913
445,0.030338522950240632
446,0.257858861381325
447,0.011048110055707522
448,0.08663738183760927
449,0.04927497591709547
450,0.009305182031151498
451,0.026984513971490532
452,0.007197132884718997
