Id,Probability
1,0.05867505446076393
2,0.05387331172823906
3,0.014296891167759895
4,0.08407359570264816
5,0.10043206065893173
6,0.024390531703829765
7,0.03891824185848236
8,0.031258996576070786
9,0.003821494523435831
10,0.30008792877197266
11,0.010736591182649136
12,0.015267586335539818
13,0.008685562759637833
14,0.06801934540271759
15,0.0539344847202301
16,0.0113432127982378
17,0.028513887897133827
18,0.012824570760130882
19,0.1943691521883011
20,0.10755031555891037
21,0.010018416680395603
22,0.009263867512345314
23,0.0042803664691746235
24,0.5972680449485779
25,0.07531648874282837
26,0.012497571296989918
27,0.07965822517871857
28,0.009263469837605953
29,0.0590866357088089
30,0.025445807725191116
31,0.05689450725913048
32,0.006820830516517162
33,0.014190757647156715
34,0.057039473205804825
35,0.3512149155139923
36,0.08772522211074829
37,0.04008514806628227
38,0.011313599534332752
39,0.010815504938364029
40,0.054407328367233276
41,0.47184666991233826
42,0.28477615118026733
43,0.10792908072471619
44,0.006090532522648573
45,0.05768071487545967
46,0.005039562471210957
47,0.005049089901149273
48,0.014573639258742332
49,0.016473567113280296
50,0.029464002698659897
51,0.01354113221168518
52,0.017769692465662956
53,0.008397882804274559
54,0.06028568744659424
55,0.012893038801848888
56,0.08008444309234619
57,0.0049765948206186295
58,0.09477505832910538
59,0.07332824170589447
60,0.09996680170297623
61,0.020969340577721596
62,0.0077250925824046135
63,0.021126296371221542
64,0.007992741651833057
65,0.017943978309631348
66,0.020132169127464294
67,0.01052078790962696
68,0.08274363726377487
69,0.005523478612303734
70,0.440525084733963
71,0.017965108156204224
72,0.08963415771722794
73,0.006193007808178663
74,0.13318388164043427
75,0.017222605645656586
76,0.026098642498254776
77,0.1247330829501152
78,0.0537760891020298
79,0.022814569994807243
80,0.017758801579475403
81,0.01484190858900547
82,0.010767143219709396
83,0.038501862436532974
84,0.007273663766682148
85,0.021940307691693306
86,0.015152194537222385
87,0.044609442353248596
88,0.011810137890279293
89,0.028003988787531853
90,0.01695702038705349
91,0.04040757939219475
92,0.014273209497332573
93,0.013311781920492649
94,0.013965346850454807
95,0.005256654229015112
96,0.11645841598510742
97,0.03022007644176483
98,0.091123066842556
99,0.010489309206604958
100,0.013304795138537884
101,0.050475843250751495
102,0.09741825610399246
103,0.006365706212818623
104,0.07156255841255188
105,0.06846244633197784
106,0.02101379632949829
107,0.22302041947841644
108,0.011897665448486805
109,0.006273340899497271
110,0.014381890185177326
111,0.013202952221035957
112,0.028040438890457153
113,0.027515459805727005
114,0.538741409778595
115,0.07386406511068344
116,0.007506792899221182
117,0.0038949688896536827
118,0.07054506987333298
119,0.011540224775671959
120,0.007561609614640474
121,0.009731462225317955
122,0.05335870385169983
123,0.011334456503391266
124,0.506757378578186
125,0.008315338753163815
